tweet_id,author_name,author_handle,text,timestamp,likes,retweets,replies,image_url,tweet_link
,KotakCares,@KotakCares,"Hi! We're disappointed to hear this. We'd like to keep you a happy customer. If there's something we can do for you, please let us know via DM. ^Team Kotak",2024-09-28T11:03:58.000Z,0,0,0,,https://x.com/wishall2050/status/1839982939632800157
,HDFC Bank Cares,@HDFCBank_Cares,"Hi Vishal, we have responded to you via DM, please refer to the same. -Ajay, Service Manager",2024-09-28T17:12:01.000Z,0,0,0,,https://x.com/wishall2050/status/1839982939632800157
,Bajaj_Finance,@Bajaj_Finance,"Hi, We’d like to address this at the earliest. Please provide us with your registered mobile number via DM, so that we can assist you further. Thank you – Pratik.",2024-09-28T11:00:40.000Z,0,0,0,,https://x.com/wishall2050/status/1839982939632800157
,Gagan Goyan,@GoyanGagan,@FibeIndia  Agar product ship ho gya h to new tracking number dijiye...Pahale wale tracking number se to item lost show kr rha h aur courier company ne bhi bola h ki ye deliver nhi hoga...New tracking number dijiye agar aapne problem resolve ki h to,2024-10-14T05:23:49.000Z,0,0,1,https://pbs.twimg.com/media/GZ07oMDaIAAZ1QN?format=jpg&name=large,https://x.com/GoyanGagan/status/1845696995496763493
,Gagan Goyan,@GoyanGagan,New tracking number share kro...Aapne bheja h vo old tracking number h...Usme product lost show kr rha h aur xpressbees ne bhi bola h ki product deliver nhi hoga,2024-10-14T05:46:44.000Z,0,0,0,,https://x.com/GoyanGagan/status/1845696995496763493
,Akash,@akashsam22,@FibeIndia  YES YOU REPLIED THAT YOU CANNOT HELP AND YOU TOLD ME THAT WE CANNOT STILL SETTLE LOAN NO MATTER WHAT I FACE.. IS THIS THE HELP YOU ARE TALKING ABOUT ?,2024-09-30T07:01:07.000Z,0,0,1,,https://x.com/akashsam22/status/1840847662544797935
,Chetan singh,@Chetans27186404,distrod cibil no cal no massage bad man,2024-10-15T12:55:26.000Z,0,0,1,,https://x.com/Chetans27186404/status/1846173033691591123
,Pradeep Sharma,@pradeep87585,@BandBajaateRaho  Respected Sir mere loan ki only ek Emi baki hai ye  @FibeIndia   wale bahut gali galuj kar rhe kya mujh suicide kar lena chahiye,2024-10-14T05:24:36.000Z,1,2,1,,https://x.com/pradeep87585/status/1846089859603353747
,Pradeep Sharma,@pradeep87585,As I am requesting my last emi payment will be happened on 20th Oct than why your executive are calling again and again,2024-10-14T08:44:31.000Z,0,0,1,,https://x.com/pradeep87585/status/1846089859603353747
,Pradeep Sharma,@pradeep87585,It is humble request please don't call my contacts and parents regarding this,2024-10-14T08:58:53.000Z,0,0,1,,https://x.com/pradeep87585/status/1846089859603353747
,Pradeep Sharma,@pradeep87585,"I dnt need any offer Just need 20th Oct to payment ,I don't wanna suicide kindly help me save my life",2024-10-15T07:24:55.000Z,0,0,1,,https://x.com/pradeep87585/status/1846089859603353747
,Roshan Kumar,@K08284969Roshan,You executive is miss bhiave   @RBI   @BandBajaateRaho   @bharatpeindia   @DasShaktikanta  please action sir executive miss bhiave in my complain recarding  @FibeIndia  permanente haresment in my family  number with  haresment calls pls help and resolve the issue,2024-10-06T07:49:04.000Z,0,0,1,,https://x.com/K08284969Roshan/status/1842834442949177510
,shiksha jha,@shiksha_jh5714,@FibeIndia   @RBI  again your agency partner started abusing me ..what do you want now ? You just have trained your agency to abuses us. Pleas stop this kind of nonsense now. Don't defame ur brand.,2024-10-04T07:34:48.000Z,0,1,4,,https://x.com/shiksha_jh5714/status/1842521928604496147
,shiksha jha,@shiksha_jh5714,Again getting non stop calls ..I will share the recordings on mail and put cc RBI. PLS ASK THEM TO STOP DOING NON STOP CALLS now . Daily daily harassment mil rha h,2024-10-05T11:07:14.000Z,0,0,1,https://pbs.twimg.com/media/GZHz7bMXYAESaMH?format=jpg&name=small,https://x.com/shiksha_jh5714/status/1842521928604496147
,shiksha jha,@shiksha_jh5714,Okay so you mean to say that I have to listen their slang language right. There is so much difference between follow-up calls and slang calls don't expect me to receive this slang calls,2024-10-07T08:41:54.000Z,0,0,6,,https://x.com/shiksha_jh5714/status/1842521928604496147
,Lawyerpanel757,@advocate757,My Client regardless of telling yours  @FibeIndia   @earlysalar53892  Agent Sneha along with 2 other who claims to be a collection agents from FIBE has been calling and messaging continuously even after my client has explained his situation which amounts to harassment.,2024-10-16T11:21:17.000Z,1,1,1,https://pbs.twimg.com/media/GaAgXGeXwAA0SXL?format=jpg&name=small,https://x.com/advocate757/status/1846511731444437310
,Sagar Kolte,@SagarKolte88488,"Despite active communication, FIBE agent, illegally visited my home without authorisation letter and ID CARD despite my preferred location of meet as per RBI GUIDELINES. Intimidated and pressurized me to pay. Please take action  @RBI  @ @FibeIndia   #illegalharassment",2024-10-05T08:16:34.000Z,0,0,2,,https://x.com/SagarKolte88488/status/1842478977895547168
,Sagar Kolte,@SagarKolte88488,#illegalrecovery   #recoveryagent   #harassment   #defamation   #breachofprivacy   #notfollowingrbiguidelines   #takestrictaction   #rbi   #FIBE   #badexperience   #help,2024-10-05T08:20:24.000Z,0,0,0,,https://x.com/SagarKolte88488/status/1842478977895547168
,Syed imtiyaz,@Syedimt49390252,@FibeIndia  don't pay a single rupee to fibe their authorised agency partners are shameless women's.. no need to pay rupees to fibe. As they are not good in market.. their harassment will be a top # Rbi,2024-10-09T05:13:49.000Z,0,0,2,,https://x.com/Ruchika63116033/status/1843904397287534736
,Ruchika,@Ruchika63116033,"Their agents pushed me to the point where I considered ending my life, and I even wrote a suicide note. Thankfully, my friend intervened and saved me. They don’t follow any RBI guidelines. life is far more valuable than money—don’t be afraid of them!",2024-10-09T06:40:41.000Z,0,0,1,,https://x.com/Ruchika63116033/status/1843904397287534736
,Krishna,@Krishna85100994,"@FibeIndia  It is justified to abuse Fibe on phone,talk rudely,ask to beg and call a thief. Collecting money against RBI rules and talking rudely to the customer.This is the work of Fibe recovery agent. No action is taken against them, they say do whatever you want  #RBI   #KKV",2024-09-27T07:18:12.000Z,0,0,1,https://pbs.twimg.com/media/GYdyyMRawAA2Fsc?format=jpg&name=large,https://x.com/Krishna85100994/status/1839565187952660592
,Clerk,@ClerkDev,"Clerk's Organizations provide scalable user access management. 

Use RBAC to boost developer velocity and streamline role management of your application.",,0,286,87,,https://x.com/Krishna85100994/status/1839565187952660592
,Chetan singh,@Chetans27186404,distrod cibil no cal no massage bad man,2024-10-15T12:55:17.000Z,0,0,1,,https://x.com/Chetans27186404/status/1846172998388130244
,Aryan Sinha,@ar62383130,"Respected  @narendramodi   @PMOIndia   @nsitharaman   @nsitharamanoffc   @DasShaktikanta   @RBI   @rashtrapatibhvn 
 @FibeIndia   @HomeCredit_In",2024-09-29T10:59:05.000Z,1,0,7,,https://x.com/ar62383130/status/1841138909314474017
,Aryan Sinha,@ar62383130,"Which kind of proof you want ,on a daily basis getting lots of calls , can't you believe I am really losing my hope and patience , I am not a thief or fraud i am the existing customer of you and paid emi's on time few months back because of my job change its impacted on my salary",2024-10-01T15:31:37.000Z,0,0,1,,https://x.com/ar62383130/status/1841138909314474017
,Aryan Sinha,@ar62383130,Ye koi solution nahi huaa team Maine apse request Kara hai 5-6 month meri emi ko hold kare taki uske baad me continue emi pay karke apka dues clear kar saku. But agar apke recovery agents ne harrass hi karna hai to fine majboori  mere next step ke liye you will be responsible,2024-10-03T12:57:40.000Z,0,0,0,https://pbs.twimg.com/media/GY95-4facAA6QCg?format=jpg&name=900x900,https://x.com/ar62383130/status/1841138909314474017
,Clerk,@ClerkDev,"Clerk's Organizations provide scalable user access management. 

Use RBAC to boost developer velocity and streamline role management of your application.",,0,286,87,,https://x.com/ar62383130/status/1841138909314474017
,Niharika Gupta,@imniharikagupta,@FibeIndia   @earlysalar53892  I haven't seen any action taken by  you and I'm getting continue Harressd by these numbers,2024-10-04T07:11:42.000Z,0,0,1,https://pbs.twimg.com/media/GZB0aklbAAEq1XK?format=jpg&name=small,https://x.com/imniharikagupta/status/1842100263399915975
,Aman,@amannimbhoria,"@FibeIndia   @jagograhakjago   @RBI  
I took a loan from your app and due to job switch i wasn't able to pay the emi cz my notice money about to arrive.",2024-10-19T06:34:30.000Z,0,0,1,,https://x.com/amannimbhoria/status/1847526724042395929
,Aman,@amannimbhoria,"There's a guy from came to my home telling my father confidential things and told him that i haven't paid it since 2 months which is a lie and taking to me unprofessionally!!! is it acceptable???

 @FibeIndia   @jagograhakjago   @RBI",2024-10-19T06:34:31.000Z,0,0,2,,https://x.com/amannimbhoria/status/1847526724042395929
,Aman,@amannimbhoria,"@FibeIndia   @jagograhakjago   @RBI  

no one should trust these kind of companies who hired unprofessional team who don't even know their own rules.",2024-10-19T06:37:14.000Z,0,0,0,,https://x.com/amannimbhoria/status/1847526724042395929
,Aman,@amannimbhoria,"@jagograhakjago   @RBI   @SCJudgments  

I have sent you dm with details and i will see what solution i will get or i will be putting everything that happened on social every where",2024-10-19T06:48:00.000Z,0,0,2,,https://x.com/amannimbhoria/status/1847526724042395929
,Pratik Kumar Chouhan,@PKC_Pratik,"@FibeIndia  Your recovery agent harassed my father, exaggerated my loan amount, and used rude behavior during recovery calls. This is in clear violation of RBI guidelines. Kindly take immediate action to resolve this issue.  #CustomerRights   #RBIGuidelines   #Harassment",2024-10-15T09:49:14.000Z,1,0,2,,https://x.com/PKC_Pratik/status/1846126177276105046
,Syed imtiyaz,@Syedimt49390252,This people are encouraging to authorised agency to follow same kind of practises don't pay single rupee to them,2024-10-16T03:25:45.000Z,0,0,1,,https://x.com/PKC_Pratik/status/1846126177276105046
,Nani,@nanivenkat1991,@RBI   @FibeIndia   Agent is harrassing me with photos &videos of mine and Blackmailing For House visits.. kindly pl look into this and help me from your agent harrasment,2024-10-03T11:04:42.000Z,0,0,1,,https://x.com/nanivenkat1991/status/1841796512776339673
,Debabrata  Sarkar,@Debabra09686210,@FibeIndia  I am close loan account still now active my sibil score please solve my problem and close account my CIBIL score active loan account fibela1007187804,2024-09-29T05:55:11.000Z,0,0,1,,https://x.com/Debabra09686210/status/1840269068110111032
,shiksha jha,@shiksha_jh5714,@FibeIndia   @RBI  again your agency partner started abusing me ..what do you want now ? You just have trained your agency to abuses us. Pleas stop this kind of nonsense now. Don't defame ur brand.,2024-10-04T07:34:48.000Z,0,1,4,,https://x.com/shiksha_jh5714/status/1842106080731791788
,shiksha jha,@shiksha_jh5714,Request you to pls stop this matter. So slang languages have been used and non stop calls..why to harass us?,2024-10-04T10:25:09.000Z,0,0,0,,https://x.com/shiksha_jh5714/status/1842106080731791788
,Premium,@premium,Video on X is better with Premium.,,0,95,0,,https://x.com/shiksha_jh5714/status/1842106080731791788
,Premium,@premium,Video on X is better with Premium.,,0,95,0,,https://x.com/shiksha_jh5714/status/1842106080731791788
,shiksha jha,@shiksha_jh5714,Again getting non stop calls ..I will share the recordings on mail and put cc RBI. PLS ASK THEM TO STOP DOING NON STOP CALLS now . Daily daily harassment mil rha h,2024-10-05T11:07:14.000Z,0,0,1,https://pbs.twimg.com/media/GZHz7bMXYAESaMH?format=jpg&name=small,https://x.com/shiksha_jh5714/status/1842106080731791788
,Syed imtiyaz,@Syedimt49390252,Don't pay single rupee let's see what they will do,2024-10-09T05:15:46.000Z,1,0,1,,https://x.com/shiksha_jh5714/status/1842106080731791788
,shiksha jha,@shiksha_jh5714,Yes bcz on a daily basis their 3rd party collection agents team calls and start abusing even though they don't say that from where they speak but they use slang language only,2024-10-09T12:06:06.000Z,0,0,1,,https://x.com/shiksha_jh5714/status/1842106080731791788
,Syed imtiyaz,@Syedimt49390252,Don't pay if they will violate the code of conduct bof rbi,2024-10-09T19:14:32.000Z,0,0,0,,https://x.com/shiksha_jh5714/status/1842106080731791788
,Anubhav Arora,@Anubhav__arora,No customer care service from  @FibeIndia  and  @CodingNinjasOff   @codingninjas79   @CodingninjasJu   @CodingNinjasIN   @codingninjashq   @codingninja2015  . Being forced to pay for something i havent even yet received. No care for someones health.,2024-10-05T16:12:10.000Z,0,0,1,,https://x.com/Anubhav__arora/status/1842598667720835312
,Global Labor Market conference,@Global_LMC,"Anticipation is building for the second edition of the Global Labor Market Conference! Proudly held under the esteemed patronage of King Salman bin Abdulaziz, this conference will serve as a hub for forward-thinking discussions and innovative ideas for global labor market future",,658,26,24,,https://x.com/Anubhav__arora/status/1842598667720835312
,Abhinav Tiwari,@iabhinavtiwari,"@FibeIndia  I filed a complaint with your customer service regarding the abusive behavior of a recovery agent. However, no action has been taken, and I have received no updates. This lack of professionalism is disappointing.",2024-10-17T07:25:14.000Z,0,0,2,,https://x.com/iabhinavtiwari/status/1846814712333320266
,Amit Jha,@PanditAmit1991,"@FibeIndia  I have shared the call recording of your agent where he is claiming he will call all my friends and family and threatning
 @Cyberdost   @cccinoida  this NBFC hack my contact details and calling on my friends and family. Attaching the proof for your reference. @noidapolice",2024-10-11T08:11:51.000Z,0,0,1,https://pbs.twimg.com/media/GZmFU2faAAEevJ7?format=jpg&name=900x900,https://x.com/PanditAmit1991/status/1844655259794506089
,Amit Jha,@PanditAmit1991,"@FibeIndia  i have already mailed you multiple time I dont have single penny but still you didn't stop harrassing me and my family and my friends.
You hacked my contact details and now calling them and threatning them.
 @FinMinIndia  kindly help me Mam against this nbfc
 @ZeeNews",2024-10-11T08:18:21.000Z,0,0,1,,https://x.com/PanditAmit1991/status/1844655259794506089
,Amit Jha,@PanditAmit1991,"I have never shared any of my friends mumber as a reference but still NBFC hacked my contact details and calling my friends and family. @RBI   @RBIsays   @nsitharamanoffc  Mam please help me against this NBFC.
I am ready to pay their EMI but after Mar'25 on mthly emi of 5k",2024-10-11T08:24:20.000Z,0,0,1,,https://x.com/PanditAmit1991/status/1844655259794506089
,Amit Jha,@PanditAmit1991,"I just want to know how can you hack my contact details.
 @Cyberdost   @FinMinIndia   @nsitharamanoffc   @RBI   @RBIsays   @nsitharaman",2024-10-11T09:15:01.000Z,0,0,1,,https://x.com/PanditAmit1991/status/1844655259794506089
,Zygo the frog,@ZygoFrog,"Meet Zygo, the mischievous frog taking the meme world by storm! Come join this growing community and become a Zygot !",,342,25,0,,https://x.com/PanditAmit1991/status/1844655259794506089
,Aryan Sinha,@ar62383130,"Respected  @narendramodi   @PMOIndia   @nsitharaman   @nsitharamanoffc   @DasShaktikanta   @RBI   @rashtrapatibhvn 
 @FibeIndia   @HomeCredit_In",2024-09-29T10:59:05.000Z,1,0,7,,https://x.com/Education8Bihar/status/1842058796153090210
,शिक्षा जगत समाचार,@Education8Bihar,"माननीय  @indSupremeCourt  इस युवा की व्यथा सुनिए,कैसे  @HomeCredit_In  ने इसको टॉर्चर किया कि ये जिंदगी को खत्म करने की सोच रहा है।  @RBIsays  संज्ञान लेते हुए  @HomeCredit_In  को ब्लैकलिस्टेड करे।",2024-10-03T15:54:46.000Z,1,0,1,,https://x.com/Education8Bihar/status/1842058796153090210
,Aryan Sinha,@ar62383130,Sir koi ni sunenge I think ye bahot badda mudda thodi hai samaj ke liye dharti pe se 1-2 kam ho jaye kya fark padta h kisi ko hum general middle class Wale logo me se,2024-10-04T04:08:13.000Z,0,0,1,,https://x.com/Education8Bihar/status/1842058796153090210
,शिक्षा जगत समाचार,@Education8Bihar,"सब सुनेगा , हम अच्छे अच्छे की दुकान बंद करवा चुके है ये  @HomeCredit_In  का भी हो जायेगा।ये सभी को नॉर्मल आदमी समझ लेता है।खुद ये लोग काला धन रखे हुए है।",2024-10-04T04:26:55.000Z,1,0,2,,https://x.com/Education8Bihar/status/1842058796153090210
,Aryan Sinha,@ar62383130,I have already shared my concern to you,2024-10-05T03:30:35.000Z,0,0,0,,https://x.com/Education8Bihar/status/1842058796153090210
,Clerk,@ClerkDev,"Clerk's Organizations provide scalable user access management. 

Use RBAC to boost developer velocity and streamline role management of your application.",,0,286,87,,https://x.com/Education8Bihar/status/1842058796153090210
,Aryan Sinha,@ar62383130,Bus apki baton se thodi himmat mili hai,2024-10-04T08:52:40.000Z,1,0,0,,https://x.com/Education8Bihar/status/1842058796153090210
,Sunil Verma,@SunilVe10793454,"@FibeIndia   Your agent are abusing me.

Agent details in screenshot 
Fibe team immediate action 

FYI  @RBI 

My loan account number : LAI1005689047

 #kkv 
 #kunalarmy",2024-10-16T05:30:18.000Z,2,1,2,https://pbs.twimg.com/media/GZ_QSdhXoAA4cPV?format=jpg&name=900x900,https://x.com/umed558330/status/1846444779208401237
,umed,@umed558330,ESI agent ko crime branch walo ko sonp Dena chahiye,2024-10-16T06:55:15.000Z,1,0,1,,https://x.com/umed558330/status/1846444779208401237
,Nithin Kishore,@KishoreNit58727,"My client is enduring extreme harassment by your recovery agents  @FibeIndia . They're contacting unauthorized numbers, breaching privacy laws, and causing severe mental distress. This MUST stop NOW.

 Immediate action is needed.
 #stopharassment 
 @RBI 
 @FibeIndia",2024-10-01T06:58:57.000Z,0,0,1,https://pbs.twimg.com/media/GYyUvaLXIAAV2SA?format=jpg&name=small,https://x.com/KishoreNit58727/status/1841009893743919175
,VISHAL MISHRA,@VishalMishra97,"@FibeIndia  your agent is calling and threatening me to do the payment or he will call to my contact, are your people trying to harass the customer and force him to do something wrong with themselves 
 @RBI  when will you going to take action against these people 
 @DFS_India   @aajtak",2024-10-08T12:23:46.000Z,1,10,7,https://pbs.twimg.com/media/GZXiNhdasAItBEF?format=jpg&name=900x900,https://x.com/KamalPawar93376/status/1843628570264121864
,Kamal Pawar,@KamalPawar93376,RBI LOOK IT THIS,2024-10-08T12:24:38.000Z,0,1,1,,https://x.com/KamalPawar93376/status/1843628570264121864
,ReserveBankOfIndia,@RBI,"एनबीएफसी-एमएफआई सहित चुनिंदा एनबीएफसी के विरुद्ध कार्रवाई
Action against select NBFCs including NBFCs-MFIs
 https:// rbidocs.rbi.org.in/rdocs/PressRel ease/PDFs/PR1323E1FCBC065F3B4D318DD480498905D949.PDF …",2024-10-17T12:00:43.000Z,113,35,67,,https://x.com/Chetans27186404/status/1847184989529481296
,Chetan singh,@Chetans27186404,pls take action this Early salary  @FibeIndia  this harrasing last 5 year not close my loan and not provide settment,2024-10-18T07:56:35.000Z,0,0,1,,https://x.com/Chetans27186404/status/1847184989529481296
,VISHAL MISHRA,@VishalMishra97,"@FibeIndia  your agent is calling and threatening me to do the payment or he will call to my contact, are your people trying to harass the customer and force him to do something wrong with themselves 
 @RBI  when will you going to take action against these people 
 @DFS_India   @aajtak",2024-10-08T12:23:46.000Z,1,10,7,https://pbs.twimg.com/media/GZXiNhdasAItBEF?format=jpg&name=900x900,https://x.com/RamanKumar61872/status/1843628844890443868
,Raman Kumar,@RamanKumar61872,Ban karo agency ko,2024-10-08T12:25:44.000Z,0,0,1,,https://x.com/RamanKumar61872/status/1843628844890443868
,Syed imtiyaz,@Syedimt49390252,@FibeIndia  don't pay a single rupee to fibe their authorised agency partners are shameless women's.. no need to pay rupees to fibe. As they are not good in market.. their harassment will be a top # Rbi,2024-10-09T05:13:49.000Z,0,0,2,,https://x.com/Syedimt49390252/status/1843882538118631868
,Syed imtiyaz,@Syedimt49390252,Already i shared how your agency shameless women tortured without respect she is talking no character at all,2024-10-09T19:15:39.000Z,0,0,0,,https://x.com/Syedimt49390252/status/1843882538118631868
,Pradeep Sharma,@pradeep87585,@BandBajaateRaho  Respected Sir mere loan ki only ek Emi baki hai ye  @FibeIndia   wale bahut gali galuj kar rhe kya mujh suicide kar lena chahiye,2024-10-14T05:24:36.000Z,1,2,1,,https://x.com/pradeep87585/status/1845697190741586251
,Pradeep Sharma,@pradeep87585,As I am requesting my last emi payment will be happened on 20th Oct than why your executive are calling again and again,2024-10-14T08:44:31.000Z,0,0,1,,https://x.com/pradeep87585/status/1845697190741586251
,ReserveBankOfIndia,@RBI,"एनबीएफसी-एमएफआई सहित चुनिंदा एनबीएफसी के विरुद्ध कार्रवाई
Action against select NBFCs including NBFCs-MFIs
 https:// rbidocs.rbi.org.in/rdocs/PressRel ease/PDFs/PR1323E1FCBC065F3B4D318DD480498905D949.PDF …",2024-10-17T12:00:43.000Z,113,35,67,,https://x.com/RBI/status/1846884040772550729
,Aman Yadav,@AmanYad81684467,"@kreditbee   @MiraeAssetFin  लोन सेटलमेंट के लिए मेल किया सर, लेकिन कोई जवाब नहीं आया, मेरे रिश्तेदार को कॉल करके निजी जानकारी लीक की, मेरे परिवार को धमकी दीया गया, एक भी आरबीआई के दिशानिर्देशों का पालन नहीं किया गया",2024-10-17T12:38:54.000Z,2,0,2,,https://x.com/RBI/status/1846884040772550729
,KreditBee India,@kreditbee,"Dear Aman, as mentioned. We do not follow such practices. We adhere to all RBI guidelines and industry compliance. We have already replied to you via email under ticket Id- 10421138. We request you to refer the same.",2024-10-17T13:35:59.000Z,0,0,2,,https://x.com/RBI/status/1846884040772550729
,CommonMan Tisu,@Yoyotisu,"Dear Respected Sir/Ma'am

Please ban  @InstaMoneyApp  they dont know how to talk with the customers and sending always threating messages even  @kreditbee  some of them are harassing",2024-10-18T11:16:45.000Z,0,0,1,,https://x.com/RBI/status/1846884040772550729
,KreditBee India,@kreditbee,"Dear Customer, we would like to inform you that we do not follow such practices. We adhere to all RBI guidelines and industry compliance. Kindly share your registered contact details via DM. We will look into it and get back to you at the earliest.

Regards,
Team KreditBee",2024-10-18T11:21:07.000Z,0,0,1,,https://x.com/RBI/status/1846884040772550729
,कल्याणराव रत्नपारखी,@K_S_RATNAPARKHI,@kreditbee   @OneCardHelp   @GetOneCardIN   @PiramalFinance  इनके खिलाफ भी अॅक्शन लिजीये.. ये लोग आरबीआय गाईडलाईन्स फाॅलो नही करते.. गलत प्रॅक्टिसेस करते है.. मेरे पास इनके खिलाफ प्रुफ है.. रेकॉर्डिंग भी है..,2024-10-17T12:13:55.000Z,3,0,3,,https://x.com/RBI/status/1846884040772550729
,KreditBee India,@kreditbee,"Dear Kalyanrao, as mentioned. We do not follow such practices. We adhere to all RBI guidelines and industry compliance. We request you to please drop us an e-mail at help@kreditbee.in from your registered mail id.",2024-10-17T13:02:46.000Z,0,1,3,,https://x.com/RBI/status/1846884040772550729
,Ankur patel,@Ank_Galani,"Where is 12th oct repayment ?~ @MobiKwik   @MobiKwikSWAT   @lendboxin  
Today is the 15th oct.2024
Your app was showing next repayment will be on 12th oct but unable to deliver.
I raised concern many times via mail and customer care but none of given proper reply.  #mobikwikscam   @RBI",2024-10-17T13:34:57.000Z,3,2,0,https://pbs.twimg.com/media/GZ7cEmgbsAAIsqS?format=jpg&name=360x360,https://x.com/RBI/status/1846884040772550729
,KRISHNA SARRAF,@Krishnasharaf,@AxisBankSupport   @AxisBank  सर एक्सिस मे  अपने फेमली को फ्रेंड अकॉउंट ओपन करयावा बोला की आप अकॉउंट ओपन करते समय आप 2लाख 1लाख फंडिंग कीजिये आप कभी भी मेंटेन चार्ज नहीं देना पड़ेगा अकॉउंट मे पैस रखिये या ना रखिये मगर 7 मंथ से चार्ज कट रहा हैँ 600+ Gst बैंक से कुछ हेल्प नहीं मिला है,2024-10-18T04:50:21.000Z,0,0,1,,https://x.com/RBI/status/1846884040772550729
,कल्याणराव रत्नपारखी,@K_S_RATNAPARKHI,@HDFCBank_Cares   @HDFC_Bank  ये बँक भी लोगो को लुटती है.. इनके कर्मचारी तो सुबह से लेकर शाम तक जिने नही देते.,2024-10-17T13:12:55.000Z,3,1,1,,https://x.com/RBI/status/1846884040772550729
,nitin mehra,@nitinmehra04,"Please have a look on Mobikwik and Landbox, they locked our funds invested in Flexi scheme where they Promised to Withdraw anytime, isnt it violation of Promise made to indian citizen and crushing the faith in Indian Regulatory and depository firms, fintech. @yogeshchavans",2024-10-17T13:11:56.000Z,8,5,4,https://pbs.twimg.com/media/GaGDi_Pb0AIFJ9y?format=jpg&name=small,https://x.com/RBI/status/1846884040772550729
,Akash,@akashsam22,"@FibeIndia  Hi Fibe Team, please feel free to reach out on the registered number on 10th October. I shall be avialble",2024-10-07T13:06:38.000Z,0,0,1,,https://x.com/akashsam22/status/1844076932205510954
,Gagan Goyan,@GoyanGagan,"@FibeIndia   @XpressBees_IN  Fibe app is cheating its customers. Does not deliver the prize after winning it in the contest. I had also complained but their customer care team is very bad, they do not provide any help.",2024-10-13T17:34:00.000Z,0,0,1,https://pbs.twimg.com/media/GZyZJmWb0AAWIrE?format=jpg&name=small,https://x.com/GoyanGagan/status/1845518364124299742
,Gagan Goyan,@GoyanGagan,Agar product ship ho gya h to new tracking number dijiye...Pahale wale tracking number se to item lost show kr rha h aur courier company ne bhi bola h ki ye deliver nhi hoga...New tracking number dijiye agar aapne problem resolve ki h to,2024-10-14T05:21:19.000Z,0,0,0,,https://x.com/GoyanGagan/status/1845518364124299742
,shiksha jha,@shiksha_jh5714,@FibeIndia   @RBI  again your agency partner started abusing me ..what do you want now ? You just have trained your agency to abuses us. Pleas stop this kind of nonsense now. Don't defame ur brand.,2024-10-04T07:34:48.000Z,0,1,4,,https://x.com/shiksha_jh5714/status/1843988314128617670
,shiksha jha,@shiksha_jh5714,Pls ask ur agency to not to use slang languages are they have abused my father and my friends. This is totally not good and also pls dont say that ur team follows rule. U know very well that ur 3rd party abuse candidates now I have to mail this to ceo .,2024-10-09T12:14:08.000Z,0,0,2,,https://x.com/shiksha_jh5714/status/1843988314128617670
,Debdatta Chatterjee,@altruistdelhite,@FibeIndia  kindly respond to my mails with appropriate and requested documents other than shooting automated standard replies.,2024-10-11T05:43:59.000Z,0,0,1,,https://x.com/altruistdelhite/status/1844614904335986829
,Debdatta Chatterjee,@altruistdelhite,"Are your social media responses auto generated too? I have not answered my questions in mail. Every time put a reminder, automated responses have been sent. Kindly double check before answering.",2024-10-12T03:05:40.000Z,0,0,1,,https://x.com/altruistdelhite/status/1844614904335986829
,Munshi,@moneymunshi,"@FibeIndia  please solve my login issue first its been there since june but has not been solved yet ,i don’t even know if my payments are getting updated and what charges are being levied ,this is pathetic service  @jagograhakjago",2024-10-17T12:05:45.000Z,0,0,1,,https://x.com/moneymunshi/status/1846885307414987017
,ari,@fatcatrash,@FibeIndia  You literally have the worst customer service ever! Call/chat nothing works whatsoever. Now I have to resort to reaching you out here for my query. Why am I being charged late fee when there was obviously some issue with auto-debit?,2024-10-03T04:18:09.000Z,1,0,3,,https://x.com/fatcatrash/status/1841694200456196176
,Pradeep Sharma,@pradeep87585,As I am requesting my last emi payment will be happened on 20th Oct than why your executive are calling again and again,2024-10-14T08:44:31.000Z,0,0,1,,https://x.com/pradeep87585/status/1845751118309011789
,Pradeep Sharma,@pradeep87585,It is humble request please don't call my contacts and parents regarding this,2024-10-14T08:58:53.000Z,0,0,1,,https://x.com/pradeep87585/status/1845751118309011789
,Pradeep Sharma,@pradeep87585,"I dnt need any offer Just need 20th Oct to payment ,I don't wanna suicide kindly help me save my life",2024-10-15T07:24:55.000Z,0,0,1,,https://x.com/pradeep87585/status/1845751118309011789
,Biban24,@BibanGlobal,"At  #Biban24  Forum, investors discover unique opportunities in promising tech sectors, alongside various prospects in diverse fields, all in one venue.

 #Global_Destination_for_Opportunities",,546,33,20,,https://x.com/pradeep87585/status/1845751118309011789
,Pradeep Sharma,@pradeep87585,@BandBajaateRaho  Respected Sir mere loan ki only ek Emi baki hai ye  @FibeIndia   wale bahut gali galuj kar rhe kya mujh suicide kar lena chahiye,2024-10-14T05:24:36.000Z,1,2,1,,https://x.com/pradeep87585/status/1845751118309011789
,Som Nath,@s29086336,"Hello  @FibeIndia  
Your agency debt care enterprises gives me a threat that he will call on my contact list and he will come and sit in my address he will not go until the payment is received.
Is calling on the contact list is legal as per RBI guidelines.
Cust id 1428924713",2024-10-18T05:54:38.000Z,0,0,1,https://pbs.twimg.com/media/GaJpCm3XUAADKRt?format=jpg&name=small,https://x.com/s29086336/status/1847154298997952782
